,place_api_company_name,bovag_matched_name,bovag_matched_name_score,place_api_address,bovag_matched_address,bovag_matched_address_score,formatted_phone_number,Bovag_Matched_Telephone,Bovag_Matched_Telephone_score,overall_similarity_score,formatted_address,place_id,plus_code,rating,reference,scope,types,user_ratings_total,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,opening_hours,permanently_closed,price_level,photos,kvk_search_text,kvk_tradename,kvk_partnership_name,kvk_chamber_of_commerce,kvk_establishment_no,kvk_Address,kvk_other,Reviews,poitive_reviews,negative_reviews,duplicate_location,irregularities,duplicates_found,Bovag_registered,KVK_found,company_ratings
392,vandenbelt automotive b.v.,schadenet ames,0.5,water lily 23,Langeweg 350 ,0.307692308,015 310 7718,078-6103155,0,0.269230769,"Waterlelie 23, 2631 DE Nootdorp, Netherlands",ChIJncu9auHJxUcRn8hYt02KyBY,"{'compound_code': '29RX+J3 Nootdorp, Netherlands', 'global_code': '9F4629RX+J3'}",Null,ChIJncu9auHJxUcRn8hYt02KyBY,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0415961, 'lng': 4.3977094}, 'viewport': {'northeast': {'lat': 52.04292333029149, 'lng': 4.399008030291503}, 'southwest': {'lat': 52.04022536970849, 'lng': 4.396310069708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,Null,Vandenbelt Automotive B.V.,Vandenbelt Automotive B.V.,Null,27254915,2542897,Waterlelie 23 2631DE Nootdorp Rechtspersoon,27254915 0000 000002542897 Vandenbelt  Automotive  B.V. Financiële holdings Besloten vennootschap met gewone structuur Beheer- en houdstermaatschappij 27254915 811555355 Vandenbelt  Automotive  B.V. Besloten vennootschap met gewone structuur,['Null'],0,0,Null,Yes,No,No,Yes,No
393,autowimpers - auto-lashes - carlashes,arjan auto's barracks,0.448275862,ambachtshof 34,Oude Beeck 4 ,0.148148148,0900 4562257,0183-730470,0,0.198808003,"Ambachtshof 34, 2632 BB Nootdorp, Netherlands",ChIJz_bjocTJxUcR08gu5IUAWGQ,"{'compound_code': '3C25+8H Nootdorp, Netherlands', 'global_code': '9F463C25+8H'}",Null,ChIJz_bjocTJxUcR08gu5IUAWGQ,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0508107, 'lng': 4.408987899999999}, 'viewport': {'northeast': {'lat': 52.0521641302915, 'lng': 4.410063280291501}, 'southwest': {'lat': 52.0494661697085, 'lng': 4.407365319708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,Null,Autowimpers - Auto-Lashes - Carlashes,Null,Null,Null,Null,Null,Null,['Null'],0,0,Null,Yes,No,No,No,No
394,parts docs bv,motor-parts b.v.,0.551724138,ambachtshof 62,Vosdonk 8 ,0.166666667,0174 220 036,765044200,0,0.239463602,"Ambachtshof 62, 2632 BB Nootdorp, Netherlands",ChIJSep4S4bJxUcRccNyGKhoyR8,"{'compound_code': '3C25+CW Nootdorp, Netherlands', 'global_code': '9F463C25+CW'}",Null,ChIJSep4S4bJxUcRccNyGKhoyR8,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.051067, 'lng': 4.409825000000001}, 'viewport': {'northeast': {'lat': 52.05261968029149, 'lng': 4.411332780291502}, 'southwest': {'lat': 52.04992171970849, 'lng': 4.408634819708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,onderdelen docs bv,Onderdelen-Docs B.V. | Autoteile-Docs | Docs Automotive,Null,69209936,37576569,Ambachtshof 62 2632BB Nootdorp Rechtspersoon,69209936 0000 000037576569 Onderdelen-Docs  B.V . Groothandel en handelsbemiddeling in auto- onderdelen en -accessoires (geen banden) De groothandel in auto- onderdelen alsmede ... 69209936 857784468 Onderdelen-Docs  B.V . Besloten vennootschap met gewone structuur,['Null'],0,0,['APK NOOTDORP - Docs automotive'],Yes,Yes,No,Yes,No
395,apk nootdorp - docs automotive,asn car damage service nootdorp,0.327868852,ambachtshof 62,Gildeweg 6 ,0.16,0174 220 036,153102770,0,0.162622951,"Ambachtshof 62, 2632 BB Nootdorp, Netherlands",ChIJN5EJVuLJxUcRl92L6qr8li4,"{'compound_code': '3C25+CW Nootdorp, Netherlands', 'global_code': '9F463C25+CW'}",5,ChIJN5EJVuLJxUcRl92L6qr8li4,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",9,OPERATIONAL,"{'location': {'lat': 52.051067, 'lng': 4.409825000000001}, 'viewport': {'northeast': {'lat': 52.05261968029149, 'lng': 4.411332780291502}, 'southwest': {'lat': 52.04992171970849, 'lng': 4.408634819708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,"[{'height': 660, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111193915544227173607"">APK NOOTDORP - Docs automotive</a>'], 'photo_reference': 'AeJbb3epdObiC6AhIZBm3S3mGP1JAfAcVKF-yf9TPTWlsAE5wF43c69E0qgiOpTRtsiQPxvWimKRPRgkwSJ6O5BsrFXuZom3bhKW_NekWTttTHQQArESJO6s5lj_kjAJlk2hSO4-RVaGEujXEU5ilzg1lJn22vKzDfjwAw1gGFCRcyTju3F3', 'width': 660}]",APK NOOTDORP - Docs automotive,Null,Null,Null,Null,Null,Null,"['Professional and not too expensiveIf you live in Mariahoeve you can also pick up and return the car', 'Cozy and good garage for MOT and repairs', 'Very good service always an honest story and thinking along for an affordable solution A lot of knowledge in house and also flexible in planning I have been coming here for 4 years and it will stay that way', 'The new parts for my fiat perfectly arranged and overhauled A lot of cost savings here Everything is assembled by their own department with high quality qualityThank you guys especially for the speed with which you arranged everything', 'order placed a bottle of tunap mf 925egr and a bottle of mf 989 diesel injection cleaner plusgood stuff and fast within tootop thank you Parts Docs']",4,1,['onderdelen docs bv'],Yes,Yes,No,No,Yes
396,imax repair,Zeeuw & Zeeuw kia the hague,0.105263158,palestrinaweg 46,Goudlaan 4 ,0.296296296,06 33942318,070-3666100,0,0.133853151,"Palestrinaweg 46, 2555 JZ Den Haag, Netherlands",ChIJCz9jj6ixxUcRk4jXkOge760,"{'compound_code': '367P+4G The Hague, Netherlands', 'global_code': '9F46367P+4G'}",5,ChIJCz9jj6ixxUcRk4jXkOge760,GOOGLE,"['car_dealer', 'electronics_store', 'store', 'point_of_interest', 'establishment']",10,OPERATIONAL,"{'location': {'lat': 52.06285339999999, 'lng': 4.2363393}, 'viewport': {'northeast': {'lat': 52.06420448029151, 'lng': 4.237694280291502}, 'southwest': {'lat': 52.06150651970851, 'lng': 4.234996319708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,"[{'height': 683, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114692453982193760682"">iMax Repair</a>'], 'photo_reference': 'AeJbb3fXYIrdQbI32liGy5l0Fh_pus8pntnYvnbRsftKkKFX5LiFSKZ-uVA94QYP6VQ8vY1L64Vtc8P2ZLL7QfiikKLpj35MQmr7HngeHSdYEKrtToO4v0hBncTK_IXVQZqPFskyVtZvIm3UESS8iSiPfCaaXB2S6x1rv3wCHKuFyl318K3y', 'width': 1024}]",iMax Repair,iMax Repair,Null,65541286,34257705,Palestrinaweg 46 2555JZ s-Gravenhage,65541286 0000 000034257705 iMax  Repair Reparatie van computers en randapparatuur Detailhandel via internet in consumentenelektronica Handel in en reparatie van ...,"['Regular customer at iMax Repair for years for both phone repairs and computer problems Fast friendly and reliable Thanks for this', 'Helped a lot with the repair of my iPhone 8 Plus Very happy with it', 'Very fast service without problems a new screen on my s8 within a day', 'Really top service', 'Just a Corsair Vengeance 16GB Kit 4x4GB DDR3 1600 MHz super thanks iMax Repair highly recommended']",5,0,Null,Yes,No,No,Yes,Yes
397,mywheels,2wheels,0.8,westduinweg 79,Rijnsburgerweg 120 ,0.363636364,085 773 4222,071-5652233,0,0.387878788,"Westduinweg 79, 2583 ED Den Haag, Netherlands",ChIJkw382yWxxUcRxlVyUBP4Yxo,"{'compound_code': '37V9+MC The Hague, Netherlands', 'global_code': '9F4637V9+MC'}",Null,ChIJkw382yWxxUcRxlVyUBP4Yxo,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0941391, 'lng': 4.268574600000001}, 'viewport': {'northeast': {'lat': 52.0955017302915, 'lng': 4.269819730291503}, 'southwest': {'lat': 52.0928037697085, 'lng': 4.267121769708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,Null,MyWheels,Mywheels Holding B.V.,Null,86894862,52834107,Albert Einsteinweg 4 8218NH Lelystad James Wattstraat 77 K 1097DL Amsterdam Keizersgracht 264 1016EV Amsterdam Rechtspersoon Rechtspersoon Rechtspersoon,86894862 0000 000052834107 Mywheels Holding B.V. Financiële holdings Besloten vennootschap met gewone structuur Het oprichten van het deelnemen in het bestuur voeren over ... 37133089 0000 000016042301 Wheels4all My-wheels  Mywheels B.V. Financiële holdings www.wheels4all.nl Besloten vennootschap met gewone structuur Holding. 76193233 860541290 Financiële holdings Stichting Administratiekantoor Mywheels Stichting Bundelen van aandelenbezit 37133089 818030306 Mywheels B.V. Besloten vennootschap met gewone structuur 86894862 864137989 Mywheels Holding B.V. Besloten vennootschap met gewone structuur,['Null'],0,0,Null,Yes,No,No,Yes,No
398,mywheels,2wheels,0.8,willem de zwijgerlaan 42,Rijnsburgerweg 120 ,0.325581395,085 773 4222,071-5652233,0,0.375193798,"Willem de Zwijgerlaan 42, 2582 ER Den Haag, Netherlands",ChIJr6f99-SxxUcRB20YOK-p1po,"{'compound_code': '37RF+6H The Hague, Netherlands', 'global_code': '9F4637RF+6H'}",Null,ChIJr6f99-SxxUcRB20YOK-p1po,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.090605, 'lng': 4.2739768}, 'viewport': {'northeast': {'lat': 52.0919924302915, 'lng': 4.275296580291502}, 'southwest': {'lat': 52.0892944697085, 'lng': 4.272598619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,Null,MyWheels,Mywheels Holding B.V.,Null,86894862,52834107,Albert Einsteinweg 4 8218NH Lelystad James Wattstraat 77 K 1097DL Amsterdam Keizersgracht 264 1016EV Amsterdam Rechtspersoon Rechtspersoon Rechtspersoon,86894862 0000 000052834107 Mywheels Holding B.V. Financiële holdings Besloten vennootschap met gewone structuur Het oprichten van het deelnemen in het bestuur voeren over ... 37133089 0000 000016042301 Wheels4all My-wheels  Mywheels B.V. Financiële holdings www.wheels4all.nl Besloten vennootschap met gewone structuur Holding. 76193233 860541290 Financiële holdings Stichting Administratiekantoor Mywheels Stichting Bundelen van aandelenbezit 37133089 818030306 Mywheels B.V. Besloten vennootschap met gewone structuur 86894862 864137989 Mywheels Holding B.V. Besloten vennootschap met gewone structuur,['Null'],0,0,Null,Yes,No,No,Yes,No
399,trading company kees de jong,car company cees dejong,0.784313725,sea lock road 115,Zeesluisweg 115 ,0.363636364,06 51531478,703550478,0,0.38265003,"Zeesluisweg 115, 2583 DP Den Haag, Netherlands",ChIJC89HnpawxUcR6p5ehAORZ-s,"{'compound_code': '37X8+8R The Hague, Netherlands', 'global_code': '9F4637X8+8R'}",Null,ChIJC89HnpawxUcR6p5ehAORZ-s,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0983083, 'lng': 4.2670039}, 'viewport': {'northeast': {'lat': 52.0996288802915, 'lng': 4.268407730291503}, 'southwest': {'lat': 52.09693091970851, 'lng': 4.265709769708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,Handelsonderneming Kees de Jong,Fa. Kees de Jong Handelsonderneming,c.v. De Jong,55379478,5877814,Rucphensebaan 42 4714RE Sprundel,55379478 0000 000005877814 Fa. Kees de Jong  Handelsonderneming c.v. De Jong Winkels in ijzerwaren en gereedschappen Commanditaire vennootschap Detailhandel (winkel) in ...,['Null'],0,0,Null,Yes,No,No,Yes,No
400,prinz classic cars b.v.,parking garage,0.216216216,roodbortlaan 10,Graafstroomstraat 21 - B,0.41025641,070 365 5161,010-2623262,0,0.208824209,"Roodborstlaan 10, 2566 ET Den Haag, Netherlands",ChIJX0h-P--wxUcRQ3pkqvtmuwU,"{'compound_code': '37M6+GH The Hague, Netherlands', 'global_code': '9F4637M6+GH'}",Null,ChIJX0h-P--wxUcRQ3pkqvtmuwU,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0838422, 'lng': 4.2614494}, 'viewport': {'northeast': {'lat': 52.0852144802915, 'lng': 4.262736530291503}, 'southwest': {'lat': 52.08251651970851, 'lng': 4.260038569708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Null,Null,Null,Null,Prinz Classic Cars B.V.,Prinz Classic Cars B.V.,Null,27159638,18662463,Roodborstlaan 10 2566ET s-Gravenhage Rechtspersoon,27159638 0000 000018662463 Prinz  Classic  Cars  B.V. Financiële holdings Besloten vennootschap met gewone structuur Beheer vermogen 27159638 004290173 Prinz  Classic  Cars  B.V. Besloten vennootschap met gewone structuur,['Null'],0,0,Null,Yes,No,No,Yes,No
401,garage company rob koppers,car company rob cooper,0.791666667,vissershavenstraat 79,Dobbeweg 4 ,0.1875,070 354 9366,071-5616057,0,0.326388889,"Vissershavenstraat 79, 2583 DG Den Haag, Netherlands",ChIJ-w5RLJiwxUcR1TDFWsEJIwM,"{'compound_code': '4739+HQ The Hague, Netherlands', 'global_code': '9F464739+HQ'}",3.3,ChIJ-w5RLJiwxUcR1TDFWsEJIwM,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",15,OPERATIONAL,"{'location': {'lat': 52.10399, 'lng': 4.269422899999999}, 'viewport': {'northeast': {'lat': 52.10530243029149, 'lng': 4.270834680291502}, 'southwest': {'lat': 52.1026044697085, 'lng': 4.268136719708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,Garagebedrijf Rob Koppers,Garagebedrijf Rob Koppers,Null,27097962,14558602,Vissershavenstraat 79 2583DG s-Gravenhage,27097962 0000 000014558602 Garagebedrijf Garagebedr. Rob  Koppers  Garagebedrijf  Rob  Koppers Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import ...,"['Always time for a chat and a cup of coffee', 'The previous review is very negative therefore our experiences We have been a customer with him for more than 20 years and very satisfied formerly Renault and now Hyundai for years Rob is very knowledgeable about cars tries to come up with cheaper solutions if possible orders for some items sometimes take a little longer but usually the same day at home is precise reliable and has a good service he always tries to help if a problem arises between turns We have been exchanging our car with him for years He knows our wishes and searches within his network The first time I went on the internet to check whether he was too much for the new car asked afterwards with shame but it turned out to be a lot cheaper it is still from the old guard you can be sure that what he says is true and he does not turn a leg to use services', 'Hi is really annoying comes along thinking she you have been there very bored even though you did not know', 'Same song not known why it is not deleted is so tired of this', 'I dont have a BMW myself but a friend of mine does and runs away with Rob Koppers']",2,3,Null,Yes,No,No,Yes,Yes
402,automobileeurope.eu,autopolder,0.413793103,zwolsestraat 17c,Bovenkerkerweg 137 a,0.333333333,070 322 3552,0297-582559,0,0.249042146,"Zwolsestraat 17C, 2587 TX Den Haag, Netherlands",ChIJrV98Gwi6xUcRPhBXjyGQCgk,"{'compound_code': '477P+H9 The Hague, Netherlands', 'global_code': '9F46477P+H9'}",Null,ChIJrV98Gwi6xUcRPhBXjyGQCgk,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.1138853, 'lng': 4.28597}, 'viewport': {'northeast': {'lat': 52.1153193302915, 'lng': 4.287220580291502}, 'southwest': {'lat': 52.1126213697085, 'lng': 4.284522619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,AutomobileEurope.eu,Null,Null,Null,Null,Null,Null,['Null'],0,0,Null,Yes,No,No,No,No
403,youngtimer international,car company brother - citroën,0.377358491,new parklaan 144-14,Lekdijk 73 ,0.2,none,0180-515055,0,0.19245283,"Nieuwe Parklaan 144-14, 2587 BX Den Haag, Netherlands",ChIJNaJWR6awxUcRwQvSDtRB8Ds,"{'compound_code': '475M+XV The Hague, Netherlands', 'global_code': '9F46475M+XV'}",Null,ChIJNaJWR6awxUcRwQvSDtRB8Ds,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.10990509999999, 'lng': 4.2847498}, 'viewport': {'northeast': {'lat': 52.1112384302915, 'lng': 4.285983530291503}, 'southwest': {'lat': 52.1085404697085, 'lng': 4.283285569708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Null,Null,Null,Null,Youngtimer International,Youngtimer International,Null,27161035,14047152,Kazernestraat 110 2514CW s-Gravenhage,27161035 0001 000014047152 Youngtimer  International Import van nieuwe personenautos en lichte bedrijfsautos Bemiddeling bij handel huur of verhuur van onroerend goed ...,['Null'],0,0,Null,Yes,No,No,Yes,No
404,peter lynn international b.v.,"peter maco ""everything for your bike"" e.g.",0.450704225,canal road 113,Nijverheidsweg 18 B,0.242424242,070 351 4033,302433832,0,0.231042823,"Kanaalweg 113, 2584 CH Den Haag, Netherlands",ChIJfZ2I46-wxUcRshVZTEztlNQ,"{'compound_code': '473P+6C The Hague, Netherlands', 'global_code': '9F46473P+6C'}",Null,ChIJfZ2I46-wxUcRshVZTEztlNQ,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.1030049, 'lng': 4.286044}, 'viewport': {'northeast': {'lat': 52.1043915802915, 'lng': 4.287374830291502}, 'southwest': {'lat': 52.10169361970851, 'lng': 4.284676869708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Null,Null,Null,Null,Peter Lynn International B.V.,Null,Null,Null,Null,Null,Null,['Null'],0,0,['Camper2freedom'],Yes,Yes,No,No,No
405,fix your car,philip de Koning your bicycle specialist v.o.f.,0.305084746,dekkershoek 117,Van Eesterensingel 131 ,0.368421053,06 53801973,786912973,0,0.224501933,"Dekkershoek 117, 2552 DD Den Haag, Netherlands",ChIJf7Q3qHaxxUcRIwdQlhPUeKA,"{'compound_code': '26WV+89 The Hague, Netherlands', 'global_code': '9F4626WV+89'}",5,ChIJf7Q3qHaxxUcRIwdQlhPUeKA,GOOGLE,"['car_repair', 'car_dealer', 'point_of_interest', 'store', 'establishment']",8,OPERATIONAL,"{'location': {'lat': 52.04581650000001, 'lng': 4.2434183}, 'viewport': {'northeast': {'lat': 52.0472340302915, 'lng': 4.244714580291502}, 'southwest': {'lat': 52.0445360697085, 'lng': 4.242016619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,Null,Fix Your Car,Fix Your Car,Null,81112920,47433108,Dekkershoek 117 2552DD s-Gravenhage,81112920 0000 000047433108 Fix  Your  Car Reparatie van specifieke auto-onderdelen Verhuur van onroerend goed (niet van woonruimte) Eenmanszaak Verhuren van de werkplaats als ...,"['We all know the internet and how reviews work companies with only top reviews are often written by the company itself But this is not the case with this company was itself very suspicious due to the many good reviews So first called other garages But they could not offer their services quickly or only much more expensively However the one of the owners of this company did have time to come by right away and in fact what had to be done was so little that he didnt even want to pay for it Believe it or not this is really true Gave the best man 20 euros which he hesitantly accepted So well such people and companies still really exist Even if you have to look for them with a magnifying glass But here you have such a company Dont do it quickly but give a 100 satisfied review about this company Professional fast and cheap too Look no further and please believe the reviews for this once you read about this companyLeon Brinkmann', 'Honest with its price and Skillful work what they do and Reliable Garage so a must for this', 'Certainly the best garage in The Hague The mechanic and also one of the owners is the former chief mechanic of VW in the region Certainly no lack of knowledge very friendly and at great prices The good thing here is that they show you which part is broken and why Nothing is thrown away until the customer has seen the defective part and understands why it needs to be replaced An absolute must It wont get any better than this in The Hague', 'Quality for less', 'good service with good prices']",3,2,Null,Yes,No,No,Yes,Yes
406,garage dekkershoek,jan dekkers car service,0.487804878,dekkershoek 70,Molendijk 1 A,0.296296296,070 397 1944,0162-312896,0,0.261367058,"Dekkershoek 70, 2552 DC Den Haag, Netherlands",ChIJr5aSG3SxxUcR8rLONIWMvB0,"{'compound_code': '26WV+C2 The Hague, Netherlands', 'global_code': '9F4626WV+C2'}",4.8,ChIJr5aSG3SxxUcR8rLONIWMvB0,GOOGLE,"['car_repair', 'car_dealer', 'point_of_interest', 'store', 'establishment']",77,OPERATIONAL,"{'location': {'lat': 52.0460693, 'lng': 4.242532300000001}, 'viewport': {'northeast': {'lat': 52.0474208802915, 'lng': 4.244015080291503}, 'southwest': {'lat': 52.0447229197085, 'lng': 4.241317119708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112908201862133874418"">Garage Dekkershoek</a>'], 'photo_reference': 'AeJbb3fTkCurr3-fgr5TWeP9YFD88BIzCLcoIKHonsjF3hLwvCEGhGfqGtEq475f6-AubuGIRY0FV9jAHaacJdoPUYhUkDu5VaYZe5tRqbpJPWD0PvqQqiBXAXw9tQ7IRhIDA_9q5V8gXyMSVECTCQkgMIdvehuerPeIXlyUu4COjHjhXzmY', 'width': 3888}]",Garage Dekkershoek,Garage Dekkershoek,Garage Elia,27315497,2056488,Dekkershoek 70 2552DE s-Gravenhage Dekkershoek 13 2552DA s-Gravenhage Dekkershoek 43 2552DB s-Gravenhage Dekkershoek 66 A 2552DE s-Gravenhage Dekkershoek 29 A 2552DA s-Gravenhage Dekkershoek 77 2552DC s-Gravenhage Dekkershoek 58 2552DE s-Gravenhage Dekkershoek 41 2552DB s-Gravenhage Nevenvestiging Dekkershoek 65 2552DB s-Gravenhage Dekkershoek 117 2552DD s-Gravenhage,27315497 0000 000002056488 Garage  Dekkershoek  Dekkershoek 70 2552DE s-Gravenhage Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) ... 76542998 0000 000013040588 Garage Acacia Dekkershoek 13 2552DA s-Gravenhage Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) ... 78651263 0000 000046262156 Garage Elia Dekkershoek 43 2552DB s-Gravenhage Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) ... 71243747 0000 000039446298 Safe Car Garage  Dekkershoek 66 A 2552DE s-Gravenhage Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) ... 59764937 0000 000029024552 Garage Hany Dekkershoek 29 A 2552DA s-Gravenhage Reparatie van specifieke auto-onderdelen Eenmanszaak Garagebedrijf 61291773 0000 000030405815 Garage Engocar Dekkershoek 77 2552DC s-Gravenhage Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) ... 27164318 0000 000013121472 garage  Garage Çinar Dekkershoek 58 2552DE s-Gravenhage Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van ... 59891394 0001 000035626666 SANS Garage  Dekkershoek 41 2552DB s-Gravenhage Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) ... 27333155 0000 000013582356 Dekkershoek 65 2552DB s-Gravenhage Onderhouds- reparatie- garage - en montagebedrijf alsmede in- en verkoop van gebruikte autos; algemene ... 81112920 0000 000047433108 garage Fix Your Car Dekkershoek 117 2552DD s-Gravenhage Reparatie van specifieke auto-onderdelen Verhuur van onroerend goed (niet van woonruimte) ...,"['Top', 'Changed tyres there Tyres were ordered on the internet and from the internet shop they delivered directly to the garage We made an appointment and took the car The tyres were changed in an hour Nice service no problems', 'Top', 'Snele service', 'Super']",3,2,Null,Yes,No,No,Yes,Yes
407,"auto yassine, export",car center charloisse port b.v.,0.431372549,dekkershoek 91,Laan van Bol'Es 2 ,0.0625,06 53246275,010-4809668,0,0.164624183,"Dekkershoek 91, 2552 DC Den Haag, Netherlands",ChIJy9Gq3J2xxUcRJbkAWnSXbsQ,"{'compound_code': '26WV+G9 The Hague, Netherlands', 'global_code': '9F4626WV+G9'}",Null,ChIJy9Gq3J2xxUcRJbkAWnSXbsQ,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.046285, 'lng': 4.243440299999999}, 'viewport': {'northeast': {'lat': 52.0475136302915, 'lng': 4.244901930291501}, 'southwest': {'lat': 52.04481566970851, 'lng': 4.242203969708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,"auto yassine, export",Auto Yassine Export,Null,27135972,7384262,Lozerlaan 1627 2544LV s-Gravenhage,27135972 0000 000007384262 auto s Export  Auto  Yassine  Export Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) www.autoyassine.nl ...,['Null'],0,0,Null,Yes,No,No,Yes,No
